PRODUTO;CUSTO DIRETO INICIAL;CUSTOS TOTAIS;PRECO EXATO;PRECO PRATICADO;LUCRO LIQUIDO REAL;MARGEM REAL (%)
PAO FRANCES;8.56;10.18;18.43;18.99;8.81;46.37
